Location,Total_Votes_2004,2004_republican_votes,2004_democrat_votes
"Missouri, Barton",5991,4572,1373
"Missouri, Bates",8466,5004,3398
"Missouri, Benton",9009,5575,3381
"Missouri, Bollinger",5895,4102,1754
"Missouri, Boone",76046,37801,37643
"Missouri, Buchanan",37950,19812,17799
"Missouri, Butler",16441,11696,4666
"Missouri, Caldwell",4268,2593,1645
"Missouri, Callaway",17773,11108,6559
"Missouri, Camden",19519,13122,6296
"Missouri, Cape Girardeau",34565,23814,10568
"Missouri, Carroll",4741,3155,1568
"Missouri, Carter",2779,1797,964
"Missouri, Cass",44217,27253,16681
"Missouri, Cedar",6203,4238,1910
"Missouri, Chariton",4340,2421,1892
"Missouri, Christian",31348,22102,9059
"Missouri, Clark",3736,1899,1794
"Missouri, Clay",96460,51193,44670
"Missouri, Clinton",9540,5287,4165
"Missouri, Cole",36701,24752,11753
"Missouri, Cooper",7508,5058,2400
"Missouri, Crawford",9381,5686,3632
"Missouri, Dade",4089,2963,1104
"Missouri, Dallas",7259,4788,2407
"Missouri, Daviess",3794,2351,1402
"Missouri, DeKalb",4686,2941,1707
"Missouri, Dent",6304,4369,1865
"Missouri, Douglas",6327,4498,1741
"Missouri, Dunklin",11677,6720,4901
"Missouri, Franklin",45318,26429,18556
"Missouri, Gasconade",7171,4753,2355
"Missouri, Gentry",3312,2085,1201
"Missouri, Greene",125266,77885,46657
"Missouri, Grundy",4808,3172,1561
"Missouri, Harrison",4048,2729,1279
"Missouri, Henry",10877,6361,4461
"Missouri, Hickory",4866,2791,2043
"Missouri, Holt",2691,1864,811
"Missouri, Howard",4921,2915,1972
"Missouri, Howell",16379,11097,5118
"Missouri, Iron",4679,2477,2157
"Missouri, Jackson",174570,94439,79029
"Missouri, Jasper",45085,31846,13002
"Missouri, Jefferson",93264,46624,46057
"Missouri, Johnson",20236,12257,7790
"Missouri, Knox",1978,1207,761
"Missouri, Laclede",14869,10578,4213
"Missouri, Lafayette",16182,9656,6412
"Missouri, Lawrence",15806,11194,4506
"Missouri, Lewis",4644,2862,1754
"Missouri, Lincoln",19839,11316,8368
"Missouri, Linn",5898,3422,2440
"Missouri, Livingston",6346,4029,2278
"Missouri, Macon",7570,4673,2856
"Missouri, Madison",4918,2905,1972
"Missouri, Maries",4424,2825,1563
"Missouri, Marion",12453,7815,4568
"Missouri, McDonald",7725,5443,2215
"Missouri, Mercer",1817,1207,582
"Missouri, Miller",10831,7797,2959
"Missouri, Mississippi",5298,2903,2374
"Missouri, Moniteau",6691,4743,1913
"Missouri, Monroe",4307,2632,1647
"Missouri, Montgomery",5760,3563,2147
"Missouri, Morgan",8771,5657,3053
"Missouri, New Madrid",7907,4154,3716
"Missouri, Newton",23889,17187,6564
"Missouri, Nodaway",10119,6226,3830
"Missouri, Oregon",4673,2769,1823
"Missouri, Osage",6671,4975,1673
"Missouri, Ozark",4707,3083,1561
"Missouri, Pemiscot",6806,3398,3381
"Missouri, Perry",8247,5583,2621
"Missouri, Pettis",17496,11603,5801
"Missouri, Phelps",18700,11874,6666
"Missouri, Pike",8040,4314,3670
"Missouri, Platte",41970,23302,18412
"Missouri, Polk",12453,8586,3775
"Missouri, Pulaski",12221,8618,3551
"Missouri, Putnam",2445,1660,772
"Missouri, Ralls",5034,2986,2031
"Missouri, Randolph",10198,6551,3586
"Missouri, Ray",10788,5673,5034
"Missouri, Reynolds",3364,1896,1449
"Missouri, Ripley",5653,3693,1907
"Missouri, Saline",9939,5389,4479
"Missouri, Schuyler",2031,1124,894
"Missouri, Scotland",2197,1352,828
"Missouri, Scott",17448,11330,6057
"Missouri, Shannon",4167,2511,1618
"Missouri, Shelby",3502,2280,1201
"Missouri, St. Charles",163488,95826,66855
"Missouri, St. Clair",4965,3098,1841
"Missouri, St. Francois",22933,12087,10748
"Missouri, Ste. Genevieve",8146,3791,4281
"Missouri, Stoddard",13252,9242,3946
"Missouri, Stone",15189,10534,4578
"Missouri, Sullivan",3089,1880,1178
"Missouri, Taney",19280,13578,5601
"Missouri, Texas",11018,7234,3664
"Missouri, Vernon",8992,5732,3206
"Missouri, Warren",13432,7883,5461
"Missouri, Washington",9178,4641,4459
"Missouri, Wayne",6204,3919,2250
"Missouri, Webster",14944,10194,4657
"Missouri, Worth",1132,691,436
"Missouri, Wright",8346,6090,2188
"Montana, Beaverhead",4242,3067,1103
"Montana, Big Horn",4311,2028,2215
"Montana, Blaine",2768,1424,1300
"Montana, Broadwater",2353,1778,533
"Montana, Carbon",5321,3342,1847
"Montana, Carter",709,623,76
"Montana, Cascade",33459,19028,13701
"Montana, Chouteau",2921,1913,946
"Montana, Custer",5048,3297,1630
"Montana, Daniels",1119,764,326
"Montana, Dawson",4484,2884,1494
"Montana, Deer Lodge",4543,1725,2700
"Montana, Fallon",1491,1178,289
"Montana, Fergus",6127,4425,1582
"Montana, Flathead",38678,26019,11587
"Montana, Gallatin",39841,22392,16405
"Montana, Garfield",655,590,52
"Montana, Glacier",4562,1828,2641
"Montana, Golden Valley",522,396,119
"Montana, Granite",1605,1144,404
"Montana, Hill",6657,3505,2997
"Montana, Jefferson",5868,3844,1881
"Montana, Judith Basin",1286,944,322
"Montana, Lake",12576,7245,4960
"Montana, Lewis and Clark",29842,16494,12717
"Montana, Liberty",1033,734,281
"Montana, Lincoln",8447,5889,2320
"Montana, Madison",3933,2868,983
"Montana, McCone",1137,791,320
"Montana, Meagher",973,698,247
"Montana, Mineral",1837,1242,542
"Montana, Missoula",52452,23989,26983
"Montana, Musselshell",2247,1663,538
"Montana, Park",8217,4771,3199
"Montana, Petroleum",292,228,55
"Montana, Phillips",2170,1677,456
"Montana, Pondera",2860,1853,956
"Montana, Powder River",1029,856,154
"Montana, Powell",2830,1993,761
"Montana, Prairie",736,546,181
"Montana, Ravalli",19866,13279,6144
"Montana, Richland",4308,3110,1120
"Montana, Roosevelt",4028,1762,2195
"Montana, Rosebud",3585,1982,1520
"Montana, Sanders",5153,3461,1502
"Montana, Sheridan",2038,1159,846
"Montana, Silver Bow",16084,6381,9307
"Montana, Stillwater",4213,3090,1025
"Montana, Sweet Grass",1983,1509,445
"Montana, Teton",3359,2232,1047
"Montana, Toole",2311,1583,690
"Montana, Treasure",482,348,121
"Montana, Valley",4018,2476,1431
"Montana, Wheatland",979,706,250
"Montana, Wibaux",560,407,144
"Montana, Yellowstone",66286,40903,24120
"Nebraska, Adams",13286,9233,3791
"Nebraska, Antelope",3424,2761,613
"Nebraska, Arthur",266,240,24
"Nebraska, Banner",437,379,56
"Nebraska, Blaine",339,301,38
"Nebraska, Boone",2895,2309,546
"Nebraska, Box Butte",5152,3396,1657
"Nebraska, Boyd",1148,911,228
"Nebraska, Brown",1733,1426,268
"Nebraska, Buffalo",18608,14222,4100
"Nebraska, Burt",3668,2349,1272
"Nebraska, Butler",4168,3016,1068
"Nebraska, Cass",11529,7763,3619
"Nebraska, Cedar",4536,3387,1083
"Nebraska, Chase",1973,1652,302
"Nebraska, Cherry",3042,2509,483
"Nebraska, Cheyenne",4746,3791,893
"Nebraska, Clay",3337,2543,743
"Nebraska, Colfax",3633,2589,990
"Nebraska, Cuming",4349,3330,966
"Nebraska, Custer",5612,4518,1040
"Nebraska, Dakota",6615,3526,3027
"Nebraska, Dawes",3994,2809,1119
"Nebraska, Dawson",7956,6149,1728
"Nebraska, Deuel",1053,820,222
"Nebraska, Dixon",3009,2028,938
"Nebraska, Dodge",16172,10716,5250
"Nebraska, Douglas",207071,120813,83330
"Nebraska, Dundy",1053,858,186
"Nebraska, Fillmore",3193,2314,828
"Nebraska, Franklin",1714,1277,412
"Nebraska, Frontier",1467,1160,275
"Nebraska, Furnas",2467,1950,492
"Nebraska, Gage",10384,6575,3655
"Nebraska, Garden",1183,970,201
"Nebraska, Garfield",1017,806,196
"Nebraska, Gosper",1119,890,222
"Nebraska, Grant",396,352,41
"Nebraska, Greeley",1248,865,361
"Nebraska, Hall",21154,14592,6228
"Nebraska, Hamilton",4866,3785,1012
"Nebraska, Harlan",1897,1467,398
"Nebraska, Hayes",598,524,66
"Nebraska, Hitchcock",1486,1171,296
"Nebraska, Holt",5174,4217,894
"Nebraska, Hooker",461,392,64
"Nebraska, Howard",2979,2020,900
"Nebraska, Jefferson",4011,2600,1352
"Nebraska, Johnson",2394,1470,885
"Nebraska, Kearney",3379,2621,707
"Nebraska, Keith",4137,3356,743
"Nebraska, Keya Paha",549,442,98
"Nebraska, Kimball",1877,1491,366
"Nebraska, Knox",4213,3062,1086
"Nebraska, Lancaster",124509,69764,52747
"Nebraska, Lincoln",16199,11056,4905
"Nebraska, Logan",429,357,67
"Nebraska, Loup",386,314,68
"Nebraska, Madison",14089,10981,2934
"Nebraska, McPherson",312,259,49
"Nebraska, Merrick",3657,2771,833
"Nebraska, Morrill",2293,1755,495
"Nebraska, Nance",1731,1237,459
"Nebraska, Nemaha",3715,2595,1066
"Nebraska, Nuckolls",2471,1884,541
"Nebraska, Otoe",7386,5018,2275
"Nebraska, Pawnee",1483,986,481
"Nebraska, Perkins",1558,1285,262
"Nebraska, Phelps",4743,3872,830
"Nebraska, Pierce",3398,2824,546
"Nebraska, Platte",13987,11130,2657
"Nebraska, Polk",2727,2146,549
"Nebraska, Red Willow",5258,4129,1055
"Nebraska, Richardson",4278,2924,1297
"Nebraska, Rock",883,740,130
"Nebraska, Saline",5566,3071,2420
"Nebraska, Sarpy",58334,40163,17455
"Nebraska, Saunders",9489,6441,2884
"Nebraska, Scotts Bluff",14390,10378,3843
"Nebraska, Seward",7565,5353,2114
"Nebraska, Sheridan",2599,2136,430
"Nebraska, Sherman",1643,1072,541
"Nebraska, Sioux",809,677,123
"Nebraska, Stanton",2745,2159,559
"Nebraska, Thayer",2878,2075,764
"Nebraska, Thomas",444,378,60
"Nebraska, Thurston",2387,1154,1212
"Nebraska, Valley",2391,1801,564
"Nebraska, Washington",9950,7083,2754
"Nebraska, Wayne",4085,2971,1059
"Nebraska, Webster",2002,1403,557
"Nebraska, Wheeler",453,366,81
"Nebraska, York",6797,5393,1304
"Nevada, Carson City",23106,13171,9441
"Nevada, Churchill",10237,7335,2705
"Nevada, Clark",545397,255337,281767
"Nevada, Douglas",23898,15192,8275
"Nevada, Elko",15309,11938,3050
"Nevada, Esmeralda",481,367,99
"Nevada, Eureka",738,571,144
"Nevada, Humboldt",5367,3896,1361
"Nevada, Lander",2053,1602,414
"Nevada, Lincoln",2047,1579,418
"Nevada, Lyon",17151,11136,5637
"Nevada, Mineral",2327,1336,931
"Nevada, Nye",14510,8487,5616
"Nevada, Pershing",1917,1341,538
"Nevada, Storey",2168,1253,871
"Nevada, Washoe",159079,81545,74841
"Nevada, White Pine",3802,2604,1082
"New Hampshire, Belknap",32298,17920,14080
"New Hampshire, Carroll",28222,14614,13319
"New Hampshire, Cheshire",41337,16463,24438
"New Hampshire, Coos",16919,8143,8585
"New Hampshire, Grafton",46962,20277,26180
"New Hampshire, Hillsborough",195427,99724,94121
"New Hampshire, Merrimack",76655,36060,39975
"New Hampshire, Rockingham",158766,82069,75437
"New Hampshire, Strafford",59280,25825,32942
"New Hampshire, Sullivan",21796,10142,11434
"New Jersey, Atlantic",106097,49487,55746
"New Jersey, Bergen",400244,189833,207666
"New Jersey, Burlington",207956,95936,110411
"New Jersey, Camden",220933,81427,137765
"New Jersey, Cape May",50762,28832,21475
"New Jersey, Cumberland",53185,24362,27875
"New Jersey, Essex",289348,83374,203681
"New Jersey, Gloucester",127964,60033,66835
"New Jersey, Hudson",189446,60646,127447
"New Jersey, Hunterdon",66680,39888,26050
"New Jersey, Mercer",149510,56604,91580
"New Jersey, Middlesex",295805,126492,166628
"New Jersey, Monmouth",299939,163650,133773
"New Jersey, Morris",235154,135241,98066
"New Jersey, Ocean",254306,152204,99839
"New Jersey, Passaic",171311,75200,94962
"New Jersey, Salem",29781,15721,13749
"New Jersey, Somerset",140279,72508,66476
"New Jersey, Sussex",69396,44506,23990
"New Jersey, Union",203387,82517,119372
"New Jersey, Warren",48208,29542,18044
"New Mexico, Bernalillo",256811,121454,132252
"New Mexico, Catron",1993,1427,551
"New Mexico, Chaves",21705,14773,6726
"New Mexico, Cibola",7487,3477,3913
"New Mexico, Colfax",5968,3082,2824
"New Mexico, Curry",14286,10649,3541
"New Mexico, De Baca",993,706,281
"New Mexico, Eddy",20270,13268,6880
"New Mexico, Grant",13392,6135,7095
"New Mexico, Guadalupe",2267,914,1340
"New Mexico, Harding",644,380,259
"New Mexico, Hidalgo",1964,1081,861
"New Mexico, Lea",18181,14430,3646
"New Mexico, Lincoln",9014,6070,2822
"New Mexico, Los Alamos",11197,5810,5206
"New Mexico, Luna",7593,4164,3340
"New Mexico, McKinley",20623,7351,13051
"New Mexico, Mora",2826,928,1876
"New Mexico, Otero",20764,14066,6433
"New Mexico, Quay",4117,2661,1422
"New Mexico, Rio Arriba",14999,5149,9753
"New Mexico, Roosevelt",7144,4997,2082
"New Mexico, San Juan",45006,29525,14843
"New Mexico, San Miguel",12116,3313,8683
"New Mexico, Sandoval",44541,22628,21421
"New Mexico, Santa Fe",66200,18466,47074
"New Mexico, Sierra",5157,3162,1926
"New Mexico, Socorro",7851,3696,4025
"New Mexico, Taos",14835,3666,10987
"New Mexico, Torrance",6507,4026,2386
"New Mexico, Union",1881,1454,411
"New Mexico, Valencia",26012,14474,11270
"New York, Albany",147199,52369,86213
"New York, Allegany",19270,11894,6392
"New York, Bronx",342929,53738,276938
"New York, Broome",91890,42100,44496
"New York, Cattaraugus",34262,19028,13087
"New York, Cayuga",36052,16626,16913
"New York, Chautauqua",60942,30734,26369
"New York, Chemung",39075,20742,16639
"New York, Chenango",21341,11144,9003
"New York, Clinton",33736,14633,17040
"New York, Columbia",31103,13325,15238
"New York, Cortland",22760,11085,10354
"New York, Delaware",21166,11474,8425
"New York, Dutchess",123881,59323,56533
"New York, Erie",445138,173198,240563
"New York, Essex",19082,9390,8474
"New York, Franklin",18316,8103,9286
"New York, Fulton",22215,12042,8919
"New York, Genesee",27580,15701,9970
"New York, Greene",22398,12159,8607
"New York, Hamilton",3692,2358,1120
"New York, Herkimer",28310,15265,11383
"New York, Jefferson",38800,20248,16342
"New York, Kings",687780,159200,494165
"New York, Lewis",11397,6348,4417
"New York, Livingston",29948,16885,11107
"New York, Madison",30287,15584,12665
"New York, Monroe",342981,153374,168088
"New York, Montgomery",21221,10763,9175
"New York, Nassau",618343,273502,317283
"New York, New York",641747,104883,509841
"New York, Niagara",96580,44525,45644
"New York, Oneida",95369,49569,39658
"New York, Onondaga",214589,88123,112618
"New York, Ontario",50102,26611,20503
"New York, Orange",144673,75010,61642
"New York, Orleans",16573,9796,5734
"New York, Oswego",51607,24675,23261
"New York, Otsego",26652,12768,12402
"New York, Putnam",46563,24397,18892
"New York, Queens",605062,157948,422609
"New York, Rensselaer",72514,32290,34741
"New York, Richmond",160126,85302,66255
"New York, Rockland",131231,61510,62391
"New York, Saratoga",106873,53709,47367
"New York, Schenectady",69469,30002,34762
"New York, Schoharie",14557,8148,5455
"New York, Schuyler",8590,4727,3290
"New York, Seneca",15325,7603,6771
"New York, St. Lawrence",41755,17310,22173
"New York, Steuben",42284,26066,14090
"New York, Suffolk",638712,292186,307011
"New York, Sullivan",30966,14398,14447
"New York, Tioga",23902,13343,9415
"New York, Tompkins",42402,13539,25659
"New York, Ulster",87712,35234,45530
"New York, Warren",31059,16213,13054
"New York, Washington",25103,13148,10295
"New York, Wayne",41200,23126,15093
"New York, Westchester",395770,151261,224992
"New York, Wyoming",18164,11185,5894
"New York, Yates",10711,6053,4062
"North Carolina, Alamance",54175,33302,20686
"North Carolina, Alexander",15600,10928,4618
"North Carolina, Alleghany",4827,2883,1922
"North Carolina, Anson",9225,3796,5413
"North Carolina, Ashe",11823,7292,4477
"North Carolina, Avery",7524,5678,1805
"North Carolina, Beaufort",19522,12432,7025
"North Carolina, Bertie",8032,3057,4938
"North Carolina, Bladen",12313,6174,6109
"North Carolina, Brunswick",37977,22925,14903
"North Carolina, Buncombe",105013,52491,51868
"North Carolina, Burke",30762,18922,11728
"North Carolina, Cabarrus",60824,40780,19803
"North Carolina, Caldwell",31348,21186,9999
"North Carolina, Camden",3830,2480,1339
"North Carolina, Carteret",25575,17716,7732
"North Carolina, Caswell",9437,4868,4539
"North Carolina, Catawba",58688,39602,18858
"North Carolina, Chatham",25922,12892,12897
"North Carolina, Cherokee",11199,7517,3635
"North Carolina, Chowan",5386,2967,2406
"North Carolina, Clay",4866,3209,1628
"North Carolina, Cleveland",37079,22750,14215
"North Carolina, Columbus",21191,10773,10343
"North Carolina, Craven",37756,23575,14019
"North Carolina, Cumberland",95226,49139,45788
"North Carolina, Currituck",8976,6013,2909
"North Carolina, Dare",15548,9345,6136
"North Carolina, Davidson",59496,42075,17191
"North Carolina, Davie",16680,12372,4233
"North Carolina, Duplin",16583,9611,6923
"North Carolina, Durham",109651,34614,74524
"North Carolina, Edgecombe",21079,8163,12877
"North Carolina, Forsyth",139125,75294,63340
"North Carolina, Franklin",20918,11540,9286
"North Carolina, Gaston",63755,43252,20254
"North Carolina, Gates",4053,1924,2121
"North Carolina, Graham",3987,2693,1272
"North Carolina, Granville",18601,9491,9057
"North Carolina, Greene",6472,3800,2665
"North Carolina, Guilford",199314,98254,100042
"North Carolina, Halifax",19647,8088,11528
"North Carolina, Harnett",32571,20922,11563
"North Carolina, Haywood",25932,14545,11237
"North Carolina, Henderson",43234,28025,15003
"North Carolina, Hertford",8132,2942,5141
"North Carolina, Hoke",11088,5257,5794
"North Carolina, Hyde",2293,1235,1048
"North Carolina, Iredell",56973,38675,18065
"North Carolina, Jackson",14174,7351,6737
"North Carolina, Johnston",54357,36903,17266
"North Carolina, Jones",4513,2607,1893
"North Carolina, Lee",19543,11834,7657
"North Carolina, Lenoir",23179,12939,10207
"North Carolina, Lincoln",29579,20052,9434
"North Carolina, Macon",15024,9448,5489
"North Carolina, Madison",9463,5175,4234
"North Carolina, Martin",10452,5334,5102
"North Carolina, McDowell",16002,10590,5330
"North Carolina, Mecklenburg",323102,155084,166828
"North Carolina, Mitchell",7798,5686,2080
"North Carolina, Montgomery",10080,5745,4313
"North Carolina, Moore",38382,24714,13555
"North Carolina, Nash",37673,21902,15693
"North Carolina, New Hanover",81247,45351,35572
"North Carolina, Northampton",8770,3176,5584
"North Carolina, Onslow",37277,25890,11250
"North Carolina, Orange",64153,20771,42910
"North Carolina, Pamlico",6038,3679,2335
"North Carolina, Pasquotank",13648,6609,6984
"North Carolina, Pender",17085,10037,6999
"North Carolina, Perquimans",4958,2965,1971
"North Carolina, Person",15214,8973,6198
"North Carolina, Pitt",53643,28590,24924
"North Carolina, Polk",9021,5140,3787
"North Carolina, Randolph",50910,37771,12966
"North Carolina, Richmond",16145,7709,8383
"North Carolina, Robeson",33871,15909,17868
"North Carolina, Rockingham",37388,22840,14430
"North Carolina, Rowan",51867,34915,16735
"North Carolina, Rutherford",24658,16343,8184
"North Carolina, Sampson",22288,12600,9649
"North Carolina, Scotland",11547,5141,6386
"North Carolina, Stanly",25553,17814,7650
"North Carolina, Stokes",19414,13583,5767
"North Carolina, Surry",25992,17587,8304
"North Carolina, Swain",5044,2593,2419
"North Carolina, Transylvania",15588,9386,6097
"North Carolina, Tyrrell",1590,855,731
"North Carolina, Union",61001,42820,17974
"North Carolina, Vance",15677,6884,8762
"North Carolina, Wake",348844,177324,169909
"North Carolina, Warren",8027,2840,5171
"North Carolina, Washington",5471,2484,2969
"North Carolina, Watauga",24050,12659,11232
"North Carolina, Wayne",40046,24883,15076
"North Carolina, Wilkes",27154,19197,7862
"North Carolina, Wilson",30535,16264,14206
"North Carolina, Yadkin",15313,11816,3451
"North Carolina, Yancey",9431,4940,4434
"North Dakota, Adams",1291,915,353
"North Dakota, Barnes",5813,3541,2186
"North Dakota, Benson",2246,1002,1196
"North Dakota, Billings",564,449,99
"North Dakota, Bottineau",3674,2468,1168
"North Dakota, Bowman",1716,1280,397
"North Dakota, Burke",1165,808,336
"North Dakota, Burleigh",38814,26577,11621
"North Dakota, Cass",66711,39619,26010
"North Dakota, Cavalier",2444,1522,887
"North Dakota, Dickey",2821,1890,883
"North Dakota, Divide",1268,751,487
"North Dakota, Dunn",1774,1178,571
"North Dakota, Eddy",1213,655,534
"North Dakota, Emmons",2113,1449,611
"North Dakota, Foster",1766,1219,518
"North Dakota, Golden Valley",927,719,195
"North Dakota, Grand Forks",30470,17298,12646
"North Dakota, Grant",1242,952,264
"North Dakota, Griggs",1439,907,505
"North Dakota, Hettinger",1494,1044,405
"North Dakota, Kidder",1369,902,433
"North Dakota, LaMoure",2335,1592,712
"North Dakota, Logan",1130,844,265
"North Dakota, McHenry",2820,1744,1030
"North Dakota, McIntosh",1722,1254,436
"North Dakota, McKenzie",2762,1897,847
"North Dakota, McLean",4750,3014,1664
"North Dakota, Mercer",4617,3285,1245
"North Dakota, Morton",12633,8325,4073
"North Dakota, Mountrail",3030,1527,1465
"North Dakota, Nelson",1922,1107,778
"North Dakota, Oliver",1119,790,310
"North Dakota, Pembina",3856,2466,1321
"North Dakota, Pierce",2195,1475,686
"North Dakota, Ramsey",4900,2943,1885
"North Dakota, Ransom",2602,1352,1199
"North Dakota, Renville",1469,953,497
"North Dakota, Richland",8215,5264,2821
"North Dakota, Rolette",4044,1392,2564
"North Dakota, Sargent",2200,1147,1021
"North Dakota, Sheridan",944,727,200
"North Dakota, Sioux",1140,319,804
"North Dakota, Slope",432,335,89
"North Dakota, Stark",10400,7220,3013
"North Dakota, Steele",1213,586,616
"North Dakota, Stutsman",10122,6517,3438
"North Dakota, Towner",1391,754,606
"North Dakota, Traill",4248,2543,1651
"North Dakota, Walsh",5186,3194,1905
"North Dakota, Ward",25612,17008,8236
"North Dakota, Wells",2561,1654,858
"North Dakota, Williams",8929,6278,2512
"Ohio, Adams",11999,7653,4280
"Ohio, Allen",49274,32585,16483
"Ohio, Ashland",24920,16171,8555
"Ohio, Ashtabula",45409,21039,24061
"Ohio, Athens",30044,10847,18997
"Ohio, Auglaize",23031,17012,5904
"Ohio, Belmont",33320,15589,17574
"Ohio, Brown",19892,12647,7140
"Ohio, Butler",166802,109866,56234
"Ohio, Carroll",14110,7695,6298
"Ohio, Champaign",18775,11718,6967
"Ohio, Clark",68803,34938,33534
"Ohio, Clermont",89042,62946,25885
"Ohio, Clinton",18414,12938,5417
"Ohio, Columbiana",49463,25754,23426
"Ohio, Coshocton",16242,9277,6878
"Ohio, Crawford",21801,13885,7773
"Ohio, Cuyahoga",673766,221606,448486
"Ohio, Darke",26317,18307,7849
"Ohio, Defiance",18512,11393,6975
"Ohio, Delaware",80455,53142,27048
"Ohio, Erie",40076,18601,21408
"Ohio, Fairfield",67855,42697,24774
"Ohio, Fayette",11756,7375,4334
"Ohio, Franklin",525824,237252,285800
"Ohio, Fulton",21953,13639,8224
"Ohio, Gallia",13992,8577,5364
"Ohio, Geauga",50419,30358,19840
"Ohio, Greene",79272,48377,30530
"Ohio, Guernsey",17840,9961,7768
"Ohio, Hamilton",423634,222404,199499
"Ohio, Hancock",35606,25101,10343
"Ohio, Hardin",13385,8436,4889
"Ohio, Harrison",8109,4274,3780
"Ohio, Henry",15103,9901,5110
"Ohio, Highland",18482,12212,6194
"Ohio, Hocking",13196,6935,6173
"Ohio, Holmes",11218,8466,2695
"Ohio, Huron",25592,14834,10585
"Ohio, Jackson",14333,8585,5699
"Ohio, Jefferson",36366,17184,19019
"Ohio, Knox",27066,17081,9828
"Ohio, Lake",121823,62193,59049
"Ohio, Lawrence",27706,15457,12111
"Ohio, Licking",79416,49014,30051
"Ohio, Logan",21398,14471,6825
"Ohio, Lorain",140730,61196,78965
"Ohio, Lucas",220189,87106,132536
"Ohio, Madison",17398,11120,6200
"Ohio, Mahoning",132731,48712,83069
"Ohio, Marion",29258,17171,11930
"Ohio, Medina",84867,48183,36264
"Ohio, Meigs",10771,6273,4437
"Ohio, Mercer",20888,15649,5117
"Ohio, Miami",51780,34005,17611
"Ohio, Monroe",7729,3424,4243
"Ohio, Montgomery",282553,138361,142977
"Ohio, Morgan",6700,3757,2873
"Ohio, Morrow",16329,10475,5775
"Ohio, Muskingum",38863,22251,16421
"Ohio, Noble",6540,3841,2654
"Ohio, Ottawa",23257,12075,11114
"Ohio, Paulding",9879,6205,3610
"Ohio, Perry",15188,7855,7257
"Ohio, Pickaway",22850,14160,8578
"Ohio, Pike",12575,6519,5989
"Ohio, Portage",76646,35583,40674
"Ohio, Preble",21126,13733,7274
"Ohio, Putnam",18849,14370,4392
"Ohio, Richland",61867,36892,24645
"Ohio, Ross",31669,17229,13977
"Ohio, Sandusky",28955,16198,12653
"Ohio, Scioto",35197,18257,16823
"Ohio, Seneca",26991,15885,10958
"Ohio, Shelby",22854,16204,6534
"Ohio, Stark",188456,92211,95338
"Ohio, Summit",276304,118553,156578
"Ohio, Trumbull",108144,40976,66673
"Ohio, Tuscarawas",42904,23825,18854
"Ohio, Union",22630,15869,6665
"Ohio, Van Wert",14826,10678,4094
"Ohio, Vinton",5930,3251,2651
"Ohio, Warren",94419,68035,26043
"Ohio, Washington",30101,17480,12475
"Ohio, Wayne",51848,31879,19786
"Ohio, Williams",18639,12040,6481
"Ohio, Wood",63346,33592,29401
"Ohio, Wyandot",11044,7256,3707
"Oklahoma, Adair",7533,4971,2562
"Oklahoma, Alfalfa",2671,2201,470
"Oklahoma, Atoka",5088,3142,1946
"Oklahoma, Beaver",2569,2272,297
"Oklahoma, Beckham",7385,5454,1931
"Oklahoma, Blaine",4421,3199,1222
"Oklahoma, Bryan",14360,8615,5745
"Oklahoma, Caddo",10407,6491,3916
"Oklahoma, Canadian",43009,33297,9712
"Oklahoma, Carter",18644,12178,6466
"Oklahoma, Cherokee",18192,9569,8623
"Oklahoma, Choctaw",5807,3168,2639
"Oklahoma, Cimarron",1426,1242,184
"Oklahoma, Cleveland",99727,65720,34007
"Oklahoma, Coal",2599,1396,1203
"Oklahoma, Comanche",33192,21170,12022
"Oklahoma, Cotton",2640,1742,898
"Oklahoma, Craig",6398,3894,2504
"Oklahoma, Creek",28777,18848,9929
"Oklahoma, Custer",10640,7839,2801
"Oklahoma, Delaware",15608,10017,5591
"Oklahoma, Dewey",2251,1843,408
"Oklahoma, Ellis",2080,1685,395
"Oklahoma, Garfield",23271,17685,5586
"Oklahoma, Garvin",11317,7610,3707
"Oklahoma, Grady",20106,14136,5970
"Oklahoma, Grant",2521,1950,571
"Oklahoma, Greer",2248,1529,719
"Oklahoma, Harmon",1192,838,354
"Oklahoma, Harper",1665,1397,268
"Oklahoma, Haskell",5324,2946,2378
"Oklahoma, Hughes",5349,3066,2283
"Oklahoma, Jackson",9256,7024,2232
"Oklahoma, Jefferson",2603,1546,1057
"Oklahoma, Johnston",4348,2635,1713
"Oklahoma, Kay",20078,14121,5957
"Oklahoma, Kingfisher",6652,5630,1022
"Oklahoma, Kiowa",4023,2610,1413
"Oklahoma, Latimer",4480,2535,1945
"Oklahoma, Le Flore",17424,10683,6741
"Oklahoma, Lincoln",14190,10149,4041
"Oklahoma, Logan",16343,11474,4869
"Oklahoma, Love",3833,2295,1538
"Oklahoma, Major",3659,3122,537
"Oklahoma, Marshall",5451,3363,2088
"Oklahoma, Mayes",16879,9946,6933
"Oklahoma, McClain",13783,10041,3742
"Oklahoma, McCurtain",11156,7472,3684
"Oklahoma, McIntosh",9180,4692,4488
"Oklahoma, Murray",5795,3665,2130
"Oklahoma, Muskogee",27709,15124,12585
"Oklahoma, Noble",5328,3993,1335
"Oklahoma, Nowata",4465,2805,1660
"Oklahoma, Okfuskee",4285,2542,1743
"Oklahoma, Oklahoma",272039,174741,97298
"Oklahoma, Okmulgee",15730,8363,7367
"Oklahoma, Osage",19535,11467,8068
