Location,Total_Votes_2016,2016_republican_votes,2016_democrat_votes
"Oklahoma, Pontotoc",14831,10431,3637
"Oklahoma, Pottawatomie",25452,17848,6015
"Oklahoma, Pushmataha",4483,3581,748
"Oklahoma, Roger Mills",1759,1547,151
"Oklahoma, Rogers",40862,30913,7902
"Oklahoma, Seminole",8037,5613,2071
"Oklahoma, Sequoyah",14437,10888,3061
"Oklahoma, Stephens",17904,14182,3086
"Oklahoma, Texas",5780,4621,858
"Oklahoma, Tillman",2706,1944,657
"Oklahoma, Tulsa",247054,144258,87847
"Oklahoma, Wagoner",31300,23005,6723
"Oklahoma, Washington",22224,15825,5048
"Oklahoma, Washita",4631,3854,588
"Oklahoma, Woods",3668,2947,522
"Oklahoma, Woodward",7595,6347,873
"Oregon, Baker",8779,6218,1797
"Oregon, Benton",48753,13445,29193
"Oregon, Clackamas",214039,88392,102095
"Oregon, Clatsop",19664,8138,9252
"Oregon, Columbia",26618,13217,10167
"Oregon, Coos",31313,17865,10448
"Oregon, Crook",12172,8511,2637
"Oregon, Curry",12611,7212,4300
"Oregon, Deschutes",98557,45692,42444
"Oregon, Douglas",53521,34582,14096
"Oregon, Gilliam",1019,671,239
"Oregon, Grant",4340,3210,739
"Oregon, Harney",3974,2912,683
"Oregon, Hood River",10910,3272,6510
"Oregon, Jackson",109327,53870,44447
"Oregon, Jefferson",9459,5483,2980
"Oregon, Josephine",44560,26923,13453
"Oregon, Klamath",30507,20435,7210
"Oregon, Lake",3930,3022,639
"Oregon, Lane",191950,67141,102753
"Oregon, Lincoln",25256,10039,12501
"Oregon, Linn",58719,33488,17995
"Oregon, Malheur",10435,7194,2246
"Oregon, Marion",136840,63377,57788
"Oregon, Morrow",4167,2721,1017
"Oregon, Multnomah",399103,67954,292561
"Oregon, Polk",40295,18940,16420
"Oregon, Sherman",1017,732,202
"Oregon, Tillamook",13803,6538,5768
"Oregon, Umatilla",27597,17059,7673
"Oregon, Union",12968,8431,3249
"Oregon, Wallowa",4366,2848,1116
"Oregon, Wasco",11964,5833,4781
"Oregon, Washington",269232,83197,153251
"Oregon, Wheeler",818,591,155
"Oregon, Yamhill",48753,23250,19301
"Pennsylvania, Adams",47489,31423,14219
"Pennsylvania, Allegheny",650114,259480,367617
"Pennsylvania, Armstrong",31618,23484,7178
"Pennsylvania, Beaver",83571,48167,32531
"Pennsylvania, Bedford",23637,19552,3645
"Pennsylvania, Berks",183065,96626,78437
"Pennsylvania, Blair",54909,39135,13958
"Pennsylvania, Bradford",25708,18141,6369
"Pennsylvania, Bucks",344297,164361,167060
"Pennsylvania, Butler",97071,64428,28584
"Pennsylvania, Cambria",63072,42258,18867
"Pennsylvania, Cameron",2186,1589,531
"Pennsylvania, Carbon",28776,18743,8936
"Pennsylvania, Centre",76148,35274,37088
"Pennsylvania, Chester",268800,116114,141682
"Pennsylvania, Clarion",17535,12576,4273
"Pennsylvania, Clearfield",34271,24932,8200
"Pennsylvania, Clinton",15394,10022,4744
"Pennsylvania, Columbia",28228,18004,8934
"Pennsylvania, Crawford",37492,24987,10971
"Pennsylvania, Cumberland",121617,69076,47085
"Pennsylvania, Dauphin",130872,60863,64706
"Pennsylvania, Delaware",297634,110667,177402
"Pennsylvania, Elk",14426,10025,3853
"Pennsylvania, Erie",123679,60069,58112
"Pennsylvania, Fayette",53767,34590,17946
"Pennsylvania, Forest",2401,1683,626
"Pennsylvania, Franklin",69731,49768,17465
"Pennsylvania, Fulton",6771,5694,912
"Pennsylvania, Greene",15764,10849,4482
"Pennsylvania, Huntingdon",19706,14494,4539
"Pennsylvania, Indiana",37770,24888,11528
"Pennsylvania, Jefferson",19478,15192,3650
"Pennsylvania, Juniata",10454,8273,1821
"Pennsylvania, Lackawanna",103456,48384,51983
"Pennsylvania, Lancaster",241112,137914,91093
"Pennsylvania, Lawrence",40753,25428,14009
"Pennsylvania, Lebanon",61845,40525,18953
"Pennsylvania, Lehigh",160993,73690,81324
"Pennsylvania, Luzerne",134983,78688,52451
"Pennsylvania, Lycoming",50565,35627,13020
"Pennsylvania, McKean",16296,11635,4025
"Pennsylvania, Mercer",52309,31544,18733
"Pennsylvania, Mifflin",18601,14094,3877
"Pennsylvania, Monroe",69752,33386,33918
"Pennsylvania, Montgomery",434687,162731,256082
"Pennsylvania, Montour",8556,5288,2857
"Pennsylvania, Northampton",143519,71736,66272
"Pennsylvania, Northumberland",36622,25427,9788
"Pennsylvania, Perry",21158,15616,4632
"Pennsylvania, Philadelphia",707631,108748,584025
"Pennsylvania, Pike",26101,16056,9256
"Pennsylvania, Potter",7784,6251,1302
"Pennsylvania, Schuylkill",62869,44001,16770
"Pennsylvania, Snyder",16363,11725,4002
"Pennsylvania, Somerset",35773,27379,7376
"Pennsylvania, Sullivan",3136,2291,750
"Pennsylvania, Susquehanna",18863,12891,5123
"Pennsylvania, Tioga",18325,13614,3901
"Pennsylvania, Union",17468,10622,6180
"Pennsylvania, Venango",23348,16021,6309
"Pennsylvania, Warren",18434,12477,5145
"Pennsylvania, Washington",101450,61386,36322
"Pennsylvania, Wayne",24018,16244,7008
"Pennsylvania, Westmoreland",182051,116522,59669
"Pennsylvania, Wyoming",13144,8837,3811
"Pennsylvania, York",205986,128528,68524
"Rhode Island, Bristol",25475,8965,14609
"Rhode Island, Kent",82053,38336,37788
"Rhode Island, Newport",41045,15077,22851
"Rhode Island, Providence",248474,90882,142899
"Rhode Island, Washington",66369,27230,33741
"South Carolina, Abbeville",10775,6763,3741
"South Carolina, Aiken",74851,46025,25455
"South Carolina, Allendale",3592,789,2735
"South Carolina, Anderson",80483,56232,21097
"South Carolina, Bamberg",6214,2204,3898
"South Carolina, Barnwell",9485,4889,4400
"South Carolina, Beaufort",78524,42922,32138
"South Carolina, Berkeley",79517,44587,30705
"South Carolina, Calhoun",7549,3787,3573
"South Carolina, Charleston",176345,75443,89299
"South Carolina, Cherokee",21759,15167,6092
"South Carolina, Chester",14192,7265,6579
"South Carolina, Chesterfield",16581,9312,6858
"South Carolina, Clarendon",15395,7386,7732
"South Carolina, Colleton",17251,9091,7627
"South Carolina, Darlington",29674,14989,13888
"South Carolina, Dillon",11698,5637,5834
"South Carolina, Dorchester",62567,34987,24055
"South Carolina, Edgefield",11644,6842,4491
"South Carolina, Fairfield",11267,4027,6945
"South Carolina, Florence",57931,29573,26710
"South Carolina, Georgetown",31657,17389,13310
"South Carolina, Greenville",215165,127832,74483
"South Carolina, Greenwood",28763,16961,10711
"South Carolina, Hampton",8806,3488,5170
"South Carolina, Horry",132920,89288,39410
"South Carolina, Jasper",11427,5187,5956
"South Carolina, Kershaw",28995,17542,10330
"South Carolina, Lancaster",38938,23719,13812
"South Carolina, Laurens",26566,16816,8889
"South Carolina, Lee",8156,2803,5199
"South Carolina, Lexington",122093,80026,35230
"South Carolina, Marion",14276,5444,8569
"South Carolina, Marlboro",10389,4267,5954
"South Carolina, McCormick",5216,2652,2479
"South Carolina, Newberry",16807,10017,6217
"South Carolina, Oconee",33635,24178,7998
"South Carolina, Orangeburg",38910,11931,26318
"South Carolina, Pickens",49049,36236,10354
"South Carolina, Richland",168722,52469,108000
"South Carolina, Saluda",8564,5526,2813
"South Carolina, Spartanburg",121090,76277,39997
"South Carolina, Sumter",44086,18745,24047
"South Carolina, Union",12092,7061,4729
"South Carolina, Williamsburg",15054,4864,9953
"South Carolina, York",114357,66754,41593
"South Dakota, Aurora",1407,974,340
"South Dakota, Beadle",6772,4455,1912
"South Dakota, Bennett",1149,666,412
"South Dakota, Bon Homme",2974,2105,704
"South Dakota, Brookings",12680,6748,4879
"South Dakota, Brown",16114,9613,5452
"South Dakota, Brule",2288,1565,571
"South Dakota, Buffalo",490,171,296
"South Dakota, Butte",4351,3357,696
"South Dakota, Campbell",831,704,105
"South Dakota, Charles Mix",3433,2382,935
"South Dakota, Clark",1657,1139,398
"South Dakota, Clay",5069,2109,2608
"South Dakota, Codington",11669,7764,3174
"South Dakota, Corson",1175,588,535
"South Dakota, Custer",4721,3293,1121
"South Dakota, Davison",7952,5157,2355
"South Dakota, Day",2747,1627,974
"South Dakota, Deuel",2080,1366,570
"South Dakota, Dewey",1708,723,888
"South Dakota, Douglas",1605,1338,214
"South Dakota, Edmunds",1918,1433,380
"South Dakota, Fall River",3563,2511,821
"South Dakota, Faulk",1118,858,204
"South Dakota, Grant",3564,2382,971
"South Dakota, Gregory",2091,1600,391
"South Dakota, Haakon",1044,936,77
"South Dakota, Hamlin",2762,2051,555
"South Dakota, Hand",1818,1391,334
"South Dakota, Hanson",2006,1497,424
"South Dakota, Harding",770,695,38
"South Dakota, Hughes",8175,5174,2450
"South Dakota, Hutchinson",3365,2517,692
"South Dakota, Hyde",690,543,125
"South Dakota, Jackson",1095,722,323
"South Dakota, Jerauld",967,648,264
"South Dakota, Jones",558,450,69
"South Dakota, Kingsbury",2551,1680,703
"South Dakota, Lake",6786,4038,2314
"South Dakota, Lawrence",11842,7411,3356
"South Dakota, Lincoln",25231,15499,8076
"South Dakota, Lyman",1421,977,369
"South Dakota, Marshall",1947,1056,754
"South Dakota, McCook",2587,1794,623
"South Dakota, McPherson",1137,892,192
"South Dakota, Meade",11621,8441,2223
"South Dakota, Mellette",683,402,238
"South Dakota, Miner",1064,706,281
"South Dakota, Minnehaha",78263,42043,30610
"South Dakota, Moody",2933,1731,1043
"South Dakota, Pennington",47743,29804,14074
"South Dakota, Perkins",1606,1333,188
"South Dakota, Potter",1337,1071,215
"South Dakota, Roberts",3889,2144,1540
"South Dakota, Sanborn",1123,819,241
"South Dakota, Spink",2951,1854,919
"South Dakota, Stanley",1567,1148,329
"South Dakota, Sully",861,679,137
"South Dakota, Todd",2125,487,1505
"South Dakota, Tripp",2630,2069,462
"South Dakota, Turner",4150,2937,961
"South Dakota, Union",7897,5290,2227
"South Dakota, Walworth",2477,1896,457
"South Dakota, Yankton",9623,5659,3301
"South Dakota, Ziebach",767,368,353
"Tennessee, Anderson",29881,19212,9013
"Tennessee, Bedford",15355,11486,3395
"Tennessee, Benton",6328,4716,1474
"Tennessee, Bledsoe",4664,3622,897
"Tennessee, Blount",52208,37443,12100
"Tennessee, Bradley",38666,29768,7070
"Tennessee, Campbell",12532,9870,2248
"Tennessee, Cannon",5314,4007,1127
"Tennessee, Carroll",10384,7756,2327
"Tennessee, Carter",21084,16898,3453
"Tennessee, Cheatham",15924,11297,3878
"Tennessee, Chester",6507,5081,1243
"Tennessee, Claiborne",10740,8602,1832
"Tennessee, Clay",2920,2141,707
"Tennessee, Cocke",12126,9791,1981
"Tennessee, Coffee",19971,14417,4743
"Tennessee, Crockett",5397,3982,1303
"Tennessee, Cumberland",26360,20413,5202
"Tennessee, Davidson",249068,84550,148864
"Tennessee, DeKalb",6955,5171,1569
"Tennessee, Decatur",4592,3588,894
"Tennessee, Dickson",18699,13233,4722
"Tennessee, Dyer",13336,10180,2816
"Tennessee, Fayette",19394,13055,5874
"Tennessee, Fentress",7333,6038,1100
"Tennessee, Franklin",16404,11532,4374
"Tennessee, Gibson",19547,13786,5258
"Tennessee, Giles",11137,7970,2917
"Tennessee, Grainger",8008,6626,1154
"Tennessee, Greene",23583,18562,4216
"Tennessee, Grundy",4763,3636,999
"Tennessee, Hamblen",20692,15857,4075
"Tennessee, Hamilton",142408,78733,55316
"Tennessee, Hancock",2231,1843,322
"Tennessee, Hardeman",9273,4919,4185
"Tennessee, Hardin",9949,8012,1622
"Tennessee, Hawkins",20774,16648,3507
"Tennessee, Haywood",6834,3013,3711
"Tennessee, Henderson",10217,8138,1800
"Tennessee, Henry",12945,9508,3063
"Tennessee, Hickman",7813,5695,1824
"Tennessee, Houston",3168,2182,866
"Tennessee, Humphreys",7153,4930,1967
"Tennessee, Jackson",4466,3236,1129
"Tennessee, Jefferson",19072,14776,3494
"Tennessee, Johnson",6579,5410,988
"Tennessee, Knox",180697,105767,62878
"Tennessee, Lake",1970,1357,577
"Tennessee, Lauderdale",8087,4884,3056
"Tennessee, Lawrence",15666,12420,2821
"Tennessee, Lewis",4622,3585,890
"Tennessee, Lincoln",13348,10398,2554
"Tennessee, Loudon",23391,17610,4919
"Tennessee, Macon",7504,6263,1072
"Tennessee, Madison",38120,21335,15448
"Tennessee, Marion",10862,7696,2832
"Tennessee, Marshall",11455,8184,2852
"Tennessee, Maury",35369,23799,10038
"Tennessee, McMinn",18755,14691,3510
"Tennessee, McNairy",10038,7841,1848
"Tennessee, Meigs",4320,3342,856
"Tennessee, Monroe",17093,13374,3186
"Tennessee, Montgomery",57620,32341,21699
"Tennessee, Moore",2926,2325,496
"Tennessee, Morgan",6705,5441,1054
"Tennessee, Obion",12249,9526,2426
"Tennessee, Overton",8229,6059,1945
"Tennessee, Perry",2855,2167,597
"Tennessee, Pickett",2615,2021,536
"Tennessee, Polk",6520,5097,1252
"Tennessee, Putnam",27212,19002,6851
"Tennessee, Rhea",11062,8660,1942
"Tennessee, Roane",21669,15880,4837
"Tennessee, Robertson",27113,19410,6637
"Tennessee, Rutherford",107436,64515,36706
"Tennessee, Scott",7123,6044,934
"Tennessee, Sequatchie",5694,4441,1053
"Tennessee, Sevier",36312,28629,6297
"Tennessee, Shelby",337383,116344,208992
"Tennessee, Smith",7436,5494,1689
"Tennessee, Stewart",5299,3864,1222
"Tennessee, Sullivan",62278,46979,12578
"Tennessee, Sumner",71505,50129,18161
"Tennessee, Tipton",23481,16910,5785
"Tennessee, Trousdale",3160,2103,946
"Tennessee, Unicoi",7195,5671,1262
"Tennessee, Union",6247,5053,1012
"Tennessee, Van Buren",2419,1820,539
"Tennessee, Warren",13612,9540,3535
"Tennessee, Washington",49750,34252,13024
"Tennessee, Wayne",5857,5036,717
"Tennessee, Weakley",12184,9008,2772
"Tennessee, White",9825,7671,1845
"Tennessee, Williamson",106271,68212,31013
"Tennessee, Wilson",56734,39406,14385
"Texas, Anderson",16977,13201,3369
"Texas, Andrews",4943,3927,836
"Texas, Angelina",29911,21668,7538
"Texas, Aransas",10512,7740,2465
"Texas, Archer",4283,3786,394
"Texas, Armstrong",1021,924,70
"Texas, Atascosa",13673,8618,4651
"Texas, Austin",12274,9637,2320
"Texas, Bailey",1793,1344,397
"Texas, Bandera",10218,8163,1726
"Texas, Bastrop",28454,16328,10569
"Texas, Baylor",1499,1267,191
"Texas, Bee",8485,4744,3444
"Texas, Bell",94994,51998,37801
"Texas, Bexar",589645,240333,319550
"Texas, Blanco",5685,4212,1244
"Texas, Borden",365,330,31
"Texas, Bosque",7838,6339,1278
"Texas, Bowie",34602,24924,8838
"Texas, Brazoria",121181,72791,43200
"Texas, Brazos",67211,38738,23121
"Texas, Brewster",4252,2077,1873
"Texas, Briscoe",736,625,91
"Texas, Brooks",2596,613,1937
"Texas, Brown",14026,12017,1621
"Texas, Burleson",6960,5316,1491
"Texas, Burnet",19204,14638,3797
"Texas, Caldwell",12092,6691,4795
"Texas, Calhoun",6965,4638,2118
"Texas, Callahan",5579,4865,569
"Texas, Cameron",92079,29472,59402
"Texas, Camp",4542,3201,1260
"Texas, Carson",2964,2620,249
"Texas, Cass",12344,9726,2391
"Texas, Castro",1997,1414,526
"Texas, Chambers",16786,13339,2948
"Texas, Cherokee",16790,12919,3469
"Texas, Childress",2084,1802,253
"Texas, Clay",5018,4377,536
"Texas, Cochran",901,679,190
"Texas, Coke",1423,1265,140
"Texas, Coleman",3643,3177,388
"Texas, Collin",361419,201014,140624
"Texas, Collingsworth",1156,983,145
"Texas, Colorado",8513,6325,1987
"Texas, Comal",62178,45136,14238
"Texas, Comanche",5237,4333,789
"Texas, Concho",1068,885,148
"Texas, Cooke",15955,13181,2352
"Texas, Coryell",18253,12225,5064
"Texas, Cottle",612,506,92
"Texas, Crane",1384,1049,299
"Texas, Crockett",1395,980,372
"Texas, Crosby",1728,1181,468
"Texas, Culberson",767,280,454
"Texas, Dallam",1544,1261,222
"Texas, Dallas",758973,262945,461080
"Texas, Dawson",3563,2636,835
"Texas, Deaf Smith",4216,2911,1185
"Texas, Delta",2281,1836,400
"Texas, Denton",298645,170603,110890
"Texas, Dickens",909,755,128
"Texas, Dimmit",3225,974,2173
"Texas, Donley",1465,1225,191
"Texas, Duval",4168,1316,2783
"Texas, Eastland",6963,6011,776
"Texas, Ector",36530,25020,10249
"Texas, Edwards",1073,746,303
"Texas, El Paso",214008,55512,147843
"Texas, Ellis",63673,44941,16253
"Texas, Erath",13893,11210,2160
"Texas, Falls",5248,3441,1684
"Texas, Fannin",12044,9548,2132
"Texas, Fayette",11174,8743,2144
"Texas, Fisher",1729,1265,403
"Texas, Floyd",1959,1474,435
"Texas, Foard",513,383,113
"Texas, Fort Bend",262066,117291,134686
"Texas, Franklin",4380,3585,665
"Texas, Freestone",7684,6026,1471
"Texas, Frio",4400,1856,2444
"Texas, Gaines",4620,3907,597
"Texas, Galveston",122903,73757,43658
"Texas, Garza",1484,1225,230
"Texas, Gillespie",13214,10446,2288
"Texas, Glasscock",604,553,34
"Texas, Goliad",3708,2620,973
"Texas, Gonzales",6334,4587,1571
"Texas, Gray",7405,6500,701
"Texas, Grayson",47416,35325,10301
"Texas, Gregg",41749,28764,11677
"Texas, Grimes",9533,7065,2194
"Texas, Guadalupe",57822,36632,18391
"Texas, Hale",8858,6366,2101
"Texas, Hall",1091,893,164
"Texas, Hamilton",3620,3060,479
"Texas, Hansford",1947,1730,171
"Texas, Hardeman",1513,1207,249
"Texas, Hardin",22780,19606,2780
"Texas, Harris",1312112,545955,707914
"Texas, Harrison",26548,18749,7151
"Texas, Hartley",1952,1730,173
"Texas, Haskell",1770,1403,314
"Texas, Hays",72164,33826,33224
"Texas, Hemphill",1695,1462,181
"Texas, Henderson",30045,23650,5669
"Texas, Hidalgo",173437,48642,118809
"Texas, Hill",12970,10108,2547
"Texas, Hockley",7311,5809,1260
"Texas, Hood",26262,21382,4008
"Texas, Hopkins",13538,10707,2510
"Texas, Houston",8353,6205,1978
"Texas, Howard",8723,6637,1770
"Texas, Hudspeth",871,503,324
"Texas, Hunt",31554,23910,6396
"Texas, Hutchinson",8155,7042,854
"Texas, Irion",766,660,90
"Texas, Jack",3350,2973,314
"Texas, Jackson",5302,4266,904
"Texas, Jasper",13419,10609,2590
"Texas, Jeff Davis",1191,695,422
"Texas, Jefferson",87618,42862,42443
"Texas, Jim Hogg",2119,430,1635
"Texas, Jim Wells",12379,5420,6694
"Texas, Johnson",57606,44382,10988
"Texas, Jones",5960,4819,936
"Texas, Karnes",4198,2965,1145
"Texas, Kaufman",41265,29587,10278
"Texas, Kendall",20120,15700,3643
"Texas, Kenedy",186,84,99
"Texas, Kent",434,360,59
"Texas, Kerr",23297,17727,4681
"Texas, Kimble",1952,1697,206
"Texas, King",159,149,5
"Texas, Kinney",1430,936,458
"Texas, Kleberg",9512,4367,4716
"Texas, Knox",1367,1078,247
"Texas, La Salle",2059,872,1129
"Texas, Lamar",18611,14561,3583
"Texas, Lamb",3995,3111,771
"Texas, Lampasas",8205,6385,1483
"Texas, Lavaca",8661,7347,1170
"Texas, Lee",6535,4997,1372
"Texas, Leon",7439,6391,909
"Texas, Liberty",24267,18892,4862
"Texas, Limestone",7739,5796,1778
"Texas, Lipscomb",1332,1159,135
"Texas, Live Oak",4302,3464,742
"Texas, Llano",10447,8299,1825
"Texas, Loving",65,58,4
"Texas, Lubbock",99013,65651,28023
"Texas, Lynn",2009,1546,403
"Texas, Madison",4289,3351,881
"Texas, Marion",4238,2983,1165
"Texas, Martin",1762,1455,266
"Texas, Mason",2057,1656,354
"Texas, Matagorda",12196,8366,3500
"Texas, Maverick",13588,2816,10397
"Texas, McCulloch",3103,2552,482
"Texas, McLennan",79075,48260,27063
"Texas, McMullen",499,454,40
"Texas, Medina",17246,12085,4634
"Texas, Menard",864,682,154
"Texas, Midland",49212,36973,10025
"Texas, Milam",8664,6364,2051
"Texas, Mills",2245,1951,243
"Texas, Mitchell",2196,1780,354
"Texas, Montague",8604,7526,885
"Texas, Montgomery",204632,150314,45835
"Texas, Moore",5284,3977,1098
"Texas, Morris",4973,3446,1425
"Texas, Motley",615,566,40
"Texas, Nacogdoches",22622,14771,6846
"Texas, Navarro",16433,11994,4002
"Texas, Newton",5534,4288,1156
"Texas, Nolan",4857,3552,1029
"Texas, Nueces",104405,50766,49198
"Texas, Ochiltree",3002,2628,274
"Texas, Oldham",948,850,78
"Texas, Orange",32000,25513,5735
"Texas, Palo Pinto",10270,8284,1708
"Texas, Panola",10416,8445,1835
"Texas, Parker",56817,46473,8344
"Texas, Parmer",2466,1915,485
"Texas, Pecos",4185,2468,1554
"Texas, Polk",19852,15176,4187
"Texas, Potter",28651,19630,7657
"Texas, Presidio",2208,652,1458
"Texas, Rains",4701,3968,628
"Texas, Randall",54305,43462,8367
"Texas, Reagan",904,709,167
"Texas, Real",1681,1382,262
"Texas, Red River",5161,3926,1149
"Texas, Reeves",3184,1417,1659
"Texas, Refugio",2948,1830,1034
"Texas, Roberts",554,524,20
"Texas, Robertson",7035,4668,2203
"Texas, Rockwall",39948,28451,9655
"Texas, Runnels",3782,3250,453
"Texas, Rusk",18994,14675,3935
"Texas, Sabine",4651,3998,614
"Texas, San Augustine",3569,2622,910
"Texas, San Jacinto",10343,8059,2038
"Texas, San Patricio",21656,13030,7871
"Texas, San Saba",2357,2025,293
"Texas, Schleicher",1059,821,208
"Texas, Scurry",5289,4410,733
"Texas, Shackelford",1504,1378,103
"Texas, Shelby",9086,7179,1758
"Texas, Sherman",935,807,96
"Texas, Smith",84768,58930,22300
"Texas, Somervell",3897,3206,541
"Texas, Starr",11740,2224,9289
"Texas, Stephens",3461,3034,348
"Texas, Sterling",633,549,70
"Texas, Stonewall",701,555,135
"Texas, Sutton",1416,1075,313
"Texas, Swisher",2204,1671,462
"Texas, Tarrant",668514,345921,288392
"Texas, Taylor",45759,33250,10085
"Texas, Terrell",438,288,140
"Texas, Terry",3355,2459,753
"Texas, Throckmorton",808,715,84
"Texas, Titus",9419,6511,2597
"Texas, Tom Green",38479,27494,9173
"Texas, Travis",468720,127209,308260
"Texas, Trinity",5985,4737,1154
"Texas, Tyler",8016,6624,1248
"Texas, Upshur",16013,13209,2380
"Texas, Upton",1347,1007,286
"Texas, Uvalde",8964,4835,3867
"Texas, Val Verde",13617,5890,6964
"Texas, Van Zandt",21890,18473,2799
"Texas, Victoria",31123,21275,8866
"Texas, Walker",19796,12884,6091
"Texas, Waller",16784,10531,5748
"Texas, Ward",3445,2547,783
"Texas, Washington",14828,10945,3382
"Texas, Webb",56905,12947,42307
"Texas, Wharton",14732,10149,4238
"Texas, Wheeler",2306,2087,194
"Texas, Wichita",38119,27631,8770
"Texas, Wilbarger",4105,3166,809
"Texas, Willacy",5095,1547,3422
"Texas, Williamson",203081,104175,84468
"Texas, Wilson",19432,13998,4790
"Texas, Winkler",1876,1403,420
"Texas, Wise",24776,20670,3412
"Texas, Wood",18727,15700,2630
"Texas, Yoakum",2303,1797,426
"Texas, Young",7707,6601,876
"Texas, Zapata",3142,1029,2063
"Texas, Zavala",3396,694,2636
"Utah, Beaver",2491,1838,264
"Utah, Box Elder",19735,12230,2282
"Utah, Cache",46157,21139,8563
"Utah, Carbon",7952,5275,1717
"Utah, Daggett",474,331,77
"Utah, Davis",138411,62219,28776
"Utah, Duchesne",6942,5508,500
"Utah, Emery",4289,3425,380
"Utah, Garfield",2344,1606,358
"Utah, Grand",4533,1975,1960
"Utah, Iron",17654,11561,2450
"Utah, Juab",4177,2827,442
"Utah, Kane",3505,2265,741
"Utah, Millard",5242,3860,431
"Utah, Morgan",5192,3188,577
"Utah, Piute",729,626,47
"Utah, Rich",1109,797,104
"Utah, Salt Lake",418868,138043,175863
"Utah, San Juan",5447,2645,2042
"Utah, Sanpete",10164,6673,1061
"Utah, Sevier",8654,6740,695
"Utah, Summit",20641,7333,10503
"Utah, Tooele",21829,11169,4573
"Utah, Uintah",12797,9810,995
"Utah, Utah",201551,102182,28522
"Utah, Wasatch",12120,6115,3063
"Utah, Washington",61963,42650,10288
"Utah, Wayne",1421,966,271
"Utah, Weber",85039,40235,23131
"Vermont, Addison",19031,5297,11219
"Vermont, Bennington",17381,5925,9539
"Vermont, Caledonia",14075,5534,6445
"Vermont, Chittenden",83418,18601,54814
"Vermont, Essex",2925,1506,1019
"Vermont, Franklin",21411,8752,9351
"Vermont, Grand Isle",4110,1487,2094
"Vermont, Lamoille",12762,3570,7241
"Vermont, Orange",14649,5007,7541
"Vermont, Orleans",12047,5159,5185
"Vermont, Rutland",29619,12479,13635
"Vermont, Washington",31086,7993,18594
"Vermont, Windham",22635,5454,14340
"Vermont, Windsor",29928,8605,17556
"Virginia, Accomack",15818,8583,6740
"Virginia, Albemarle",56726,19259,33345
"Virginia, Alleghany",7325,4874,2166
"Virginia, Amelia",7040,4708,2128
"Virginia, Amherst",15396,9719,5057
"Virginia, Appomattox",8011,5715,2023
"Virginia, Arlington",121356,20186,92016
"Virginia, Augusta",36343,26163,8177
"Virginia, Bath",2253,1548,603
"Virginia, Bedford",42525,30659,9768
"Virginia, Bland",3139,2573,453
"Virginia, Botetourt",18739,13375,4494
"Virginia, Brunswick",7669,3046,4481
"Virginia, Buchanan",9247,7296,1721
"Virginia, Buckingham",7295,3950,3128
"Virginia, Campbell",27535,19551,6664
"Virginia, Caroline",14863,7147,6432
"Virginia, Carroll",13668,10663,2559
"Virginia, Charles City",4107,1476,2496
"Virginia, Charlotte",5808,3479,2155
"Virginia, Chesterfield",176461,85045,81074
"Virginia, Clarke",8213,4661,3051
"Virginia, Craig",2794,2140,541
"Virginia, Culpeper",22218,13349,7759
"Virginia, Cumberland",4906,2697,2036
"Virginia, Dickenson",6440,4932,1335
"Virginia, Dinwiddie",13575,7447,5765
"Virginia, Essex",5408,2657,2542
"Virginia, Fauquier",37467,22127,12971
"Virginia, Floyd",8051,5293,2300
"Virginia, Fluvanna",13597,7025,5760
"Virginia, Frederick",40440,26083,11932
"Virginia, Giles",8212,5910,1950
"Virginia, Gloucester",19619,13096,5404
"Virginia, Goochland",14037,8384,4889
"Virginia, Grayson",7285,5592,1407
"Virginia, Greene",9608,5945,2924
"Virginia, Greensville",4363,1737,2558
"Virginia, Halifax",17001,9704,6897
"Virginia, Hanover",62753,39630,19382
"Virginia, Henrico",163654,59857,93935
"Virginia, Henry",24106,15208,8198
"Virginia, Highland",1391,958,371
"Virginia, Isle of Wight",21075,12204,7881
"Virginia, James City",43173,21306,19105
"Virginia, King George",12059,7341,4007
"Virginia, King William",9161,5975,2760
"Virginia, King and Queen",3697,2099,1468
"Virginia, Lancaster",6645,3523,2869
"Virginia, Lee",9399,7543,1627
"Virginia, Loudoun",183097,69949,100795
"Virginia, Louisa",17631,10528,6212
"Virginia, Lunenburg",5586,3204,2227
"Virginia, Madison",6979,4419,2203
"Virginia, Mathews",5311,3517,1563
"Virginia, Mecklenburg",14945,8288,6285
"Virginia, Middlesex",6017,3670,2108
"Virginia, Montgomery",43031,19459,20021
"Virginia, Nelson",8318,4154,3689
"Virginia, New Kent",12242,8118,3546
"Virginia, Northampton",6172,2686,3255
"Virginia, Northumberland",7398,4302,2852
"Virginia, Nottoway",6744,3712,2829
"Virginia, Orange",17270,10521,5957
"Virginia, Page",10740,7831,2514
"Virginia, Patrick",8525,6454,1768
"Virginia, Pittsylvania",31598,21554,9199
"Virginia, Powhatan",16900,11885,4060
"Virginia, Prince Edward",9143,4101,4591
"Virginia, Prince George",16184,9157,6419
"Virginia, Prince William",196538,71721,113144
"Virginia, Pulaski",15167,10322,4172
"Virginia, Rappahannock",4483,2539,1747
"Virginia, Rockbridge",10795,6680,3508
"Virginia, Rockingham",37487,25990,9366
"Virginia, Russell",12246,9521,2330
"Virginia, Scott",10100,8247,1581
"Virginia, Shenandoah",20513,14094,5273
